PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_price,Sale_year
Residential,1950048000,1402 W LAWN AV,,1,1200,Ranch,Frame,1.0,1946,0,856,1,2,1,0,8967,89375,2009
Residential,2260839000,4419 N 66TH ST,,2,1490,Cape Cod,Brick,1.0,1956,0,1406,1,3,1,0,5250,97000,2009
Residential,2110492000,4907 N 65TH ST,,2,1380,Ranch,Stone,1.0,1955,0,1120,1,2,1,0,4800,87600,2009
Residential,1520090000,8549 W DOUGLAS AV,,2,700,Ranch,Aluminum / Vinyl,1.0,1957,0,951,1,3,1,1,7245,106400,2009
Residential,1500502100,6319 N 100TH ST,,2,820,Townhouse,Aluminum / Vinyl,2.0,1974,0,2484,2,6,2,2,11970,189000,2009
Residential,2812002000,3405 N HUMBOLDT BL,,3,3320,Colonial,Frame,2.0,1922,0,1852,1,3,1,1,8040,224999,2009
Residential,2810763000,3426 N FRATNEY ST,,3,2880,Milwaukee Bungalow,Frame,1.5,1921,0,2101,1,4,2,0,5535,179875,2009
Residential,3190503000,2515 N FREDERICK AV,,3,3170,Residence O/S,Stucco,1.0,1915,0,1414,1,2,1,0,5080,230000,2009
Residential,3010036000,2801 N COLONIAL DR,,5,2140,Cape Cod,Brick,1.5,1953,0,2429,1,3,2,1,11700,349200,2009
Residential,3020876000,2743 N 84TH ST,,5,2080,Cape Cod,Brick,1.0,1951,0,1318,1,3,2,0,6784,160000,2009
Residential,3030995000,2820 N 83RD ST,,5,2080,Cape Cod,Brick,1.5,1949,0,1258,1,2,1,0,5120,118000,2009
Residential,2930842000,3433 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1257,1,3,2,0,6550,164900,2009
Residential,2930494000,3351 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,934,1,3,1,0,4800,135000,2009
Residential,3030209000,8045 W LORRAINE PL,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1942,0,923,1,3,2,0,4960,162000,2009
Residential,2140351000,4944 N 91ST ST,,5,1400,Cape Cod,Aluminum / Vinyl,1.0,1956,0,784,1,2,1,0,6700,75500,2009
Residential,1490261000,11027 W KAUL AV,,5,780,Colonial,Aluminum / Vinyl,2.0,1984,0,1686,1,3,2,0,9020,170000,2009
Residential,2140324000,4848 N 91ST ST,,5,1400,Duplex N/S,Stone,2.0,1957,0,2146,2,6,2,0,8700,135000,2009
Residential,2140233000,8700 W HAMPTON AV,,5,1400,Duplex N/S,Frame,2.0,1961,0,2092,2,6,2,2,5280,100000,2009
Residential,1480192000,6083 N 122ND ST,,5,780,Ranch,Frame,1.0,1968,0,1500,1,3,1,1,10125,100000,2009
Residential,1490251000,11119 W KAUL AV,,5,780,Ranch,Aluminum / Vinyl,1.0,1997,0,1262,1,3,1,0,9042,112250,2009
Residential,2920236000,3121 N 82ND ST,,5,2100,Ranch,Brick,1.0,1952,0,1239,1,3,1,1,6500,133800,2009
Residential,2530250000,4052 N 90TH ST,,5,1460,Ranch,Brick,1.0,1958,0,1232,1,3,1,1,5080,143500,2009
Residential,2530938000,4229 N 86TH ST,,5,1460,Ranch,Brick,1.0,1956,0,1223,1,3,1,1,8060,125000,2009
Residential,2520500000,4152 N 78TH ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1956,0,1154,1,3,1,0,6459,143000,2009
Residential,1840235000,5308 N 107TH ST,,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1077,1,3,1,1,7015,133100,2009
Residential,2230506000,9100 W GRANTOSA DR,,5,1460,Ranch,Brick,1.0,1966,0,1059,1,3,1,0,7080,134000,2009
Residential,2920505000,3130 N 80TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1950,0,1036,1,3,1,1,4800,155000,2009
Residential,2520462000,4118 N 79TH ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1957,0,954,1,3,1,0,6050,127000,2009
Residential,3031138000,7833 W HADLEY ST,,5,2080,Ranch,Frame,1.0,1948,0,833,1,2,1,0,5000,125000,2009
Residential,2230037000,8751 W HERBERT AV,,5,1460,Townhouse,Aluminum / Vinyl,2.0,1962,0,2484,2,6,2,2,6776,131500,2009
Residential,1490279000,11030 W FLORIST AV,,5,780,Townhouse,Aluminum / Vinyl,2.0,1978,0,2451,2,6,2,2,7245,145000,2009
Residential,3220213000,248 E NORTH AV,,6,2920,Dplx Bungalow,Aluminum / Vinyl,2.0,1922,0,2086,2,4,2,0,4700,80000,2009
Residential,3211438000,2458 N BOOTH ST,,6,2810,Duplex O/S,Aluminum / Vinyl,1.5,1896,0,1728,2,4,2,0,4800,126000,2009
Residential,3140420000,523 E LOCUST ST,,6,2810,Duplex O/S,Aluminum / Vinyl,1.5,1910,0,1468,2,4,2,0,2340,40000,2009
Residential,2812343000,3166 N HOLTON ST,,6,2800,Residence O/S,Aluminum / Vinyl,1.5,1909,0,1740,1,3,2,0,4200,112900,2009
Residential,2811610000,3336 N BUFFUM ST,,6,2900,Residence O/S,Frame,1.5,1892,0,1366,1,3,1,0,3960,12500,2009
Residential,2811610000,3336 N BUFFUM ST,,6,2900,Residence O/S,Frame,1.5,1892,0,1366,1,3,1,0,3960,5000,2009
Residential,2750103000,3770 N HUMBOLDT BL,,6,3320,Residence O/S,Stone,1.0,1925,0,820,1,1,1,0,7080,133000,2009
Residential,2880770000,3248 N 44TH ST,,7,1840,Dplx Bungalow,Masonry / Frame,2.0,1936,0,2780,2,4,2,0,4480,126000,2009
Residential,2680705000,3711 N 39TH ST,,7,1740,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,0,2082,2,4,2,0,4800,45000,2009
Residential,2870719000,3130 N 37TH ST,,7,1780,Dplx Bungalow,Aluminum / Vinyl,1.5,1899,0,1452,2,4,1,0,4800,31000,2009
Residential,2470572000,4033 N MONTREAL ST,,7,1680,Ranch,Stone,1.0,1941,0,1118,1,2,1,0,4800,96000,2009
Residential,2870208000,3226 N 36TH ST,,7,1740,Residence O/S,Aluminum / Vinyl,1.0,1914,0,1515,1,5,1,0,3600,91000,2009
Residential,4350643000,939 S LAYTON BL,,8,4000,Colonial,Masonry / Frame,2.0,1912,0,2904,1,6,1,1,5715,176400,2009
Residential,4700239000,2502 W LEGION ST,,8,4120,Duplex O/S,Aluminum / Vinyl,2.0,1883,0,2234,2,6,2,0,7742,120000,2009
Residential,4351324000,710 S 29TH ST,,8,4060,Duplex O/S,Aluminum / Vinyl,1.5,1904,0,1912,2,3,2,0,2400,52100,2009
Residential,4710810000,2141 S 30TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1916,0,1578,1,4,2,0,4200,85000,2009
Residential,4710982000,2065 S 29TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1912,0,1652,1,2,1,1,5625,120000,2009
Residential,4710679000,2219 S 30TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1.0,1910,0,1438,1,3,1,0,3600,118900,2009
Residential,4350223000,1100 S 32ND ST,,8,4060,Residence O/S,Aluminum / Vinyl,1.0,1886,0,1252,1,3,1,0,3998,60000,2009
Residential,790222000,9671 W FOUNTAIN AV,,9,240,Colonial,Aluminum / Vinyl,2.0,2008,0,2361,1,4,2,1,11335,279500,2009
Residential,730037000,8133 N PINGREE AV,,9,240,Ranch,Aluminum / Vinyl,1.0,1971,0,1200,1,4,1,1,9000,130000,2009
Residential,2910126000,3100 N 75TH ST,,10,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1170,1,4,1,0,3800,117500,2009
Residential,4200176000,220 S 68TH ST,,10,2710,Dplx Bungalow,Aluminum / Vinyl,1.5,1930,0,1852,2,4,2,0,4216,122000,2009
Residential,2890021000,3415-A N 58TH ST,,10,1850,Duplex N/S,Brick,2.0,1950,0,1900,2,4,2,0,5360,123500,2009
Residential,3050207000,2764 N CARLTON PL,,10,1980,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1557,1,4,2,0,4800,145000,2009
Residential,3461540000,2170 N 56TH ST,,10,2540,Milwaukee Bungalow,Frame,1.0,1919,0,1499,1,3,2,0,4520,175000,2009
Residential,3290512000,2525 N 51ST ST,,10,2520,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1401,1,4,1,0,3630,75000,2009
Residential,3680631000,1342 N 60TH ST,,10,2600,Milwaukee Bungalow,Frame,1.0,1930,0,1318,1,3,1,0,5400,92000,2009
Residential,4060869000,180 N 70TH ST,,10,2720,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1189,1,3,1,1,4800,143900,2009
Residential,4190066000,456 S 72ND ST,,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1034,1,3,1,1,5640,128000,2009
Residential,4190680000,500 S 76TH ST,,10,2710,Ranch,Aluminum / Vinyl,1.0,1940,0,864,1,2,1,0,3600,93000,2009
Residential,5319972100,3207 S 47TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1188,1,3,1,1,5000,100000,2009
Residential,5330901000,3366 W RUSKIN ST,,11,4400,Cape Cod,Aluminum / Vinyl,1.0,1951,0,865,1,2,1,0,5160,102000,2009
Residential,5330779000,3181 S 28TH ST,,11,4400,Ranch,Stone,1.0,1948,0,1057,1,2,1,0,4800,128000,2009
Residential,5301113000,3159 S 55TH ST,,11,4420,Ranch,Frame,1.0,1953,0,998,1,3,1,1,5400,61000,2009
Residential,5570329000,6443 W MORGAN AV,,11,4420,Ranch,Aluminum / Vinyl,1.0,1956,0,988,1,3,1,0,5500,80000,2009
Residential,5130473000,2758 S 52ND PL,,11,4240,Ranch,Brick,1.0,1950,0,869,1,2,1,0,6360,140000,2009
Residential,5550312000,4929 W LYNNDALE AV,,11,4420,Ranch,Aluminum / Vinyl,1.0,1955,0,694,1,2,1,0,6000,97500,2009
Residential,4680706000,914 W WINDLAKE AV,,12,4120,Duplex O/S,Aluminum / Vinyl,2.0,1894,0,1780,2,6,2,0,2640,110000,2009
Residential,4961499000,2609 S 15TH PL,,12,4160,Milwaukee Bungalow,Frame,1.0,1924,0,1202,1,4,1,0,3720,55000,2009
Residential,4690644000,2141 S 14TH ST,,12,4120,Residence O/S,Aluminum / Vinyl,1.0,1895,0,1004,1,3,1,0,4200,57000,2009
Residential,5510623000,3653 S 15TH ST,,13,4520,Cape Cod,Stone,1.5,1937,0,1819,1,3,1,0,4760,174000,2009
Residential,5800060000,3953 S 2ND ST,,13,4700,Cape Cod,Aluminum / Vinyl,1.0,1941,0,1763,1,5,2,0,4800,194000,2009
Residential,5800277000,4111 S 1ST PL,,13,4700,Cape Cod,Masonry / Frame,2.0,1937,0,1494,1,4,1,1,6000,136000,2009
Residential,5779951100,4157 S 20TH ST,,13,4660,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1476,1,3,2,0,5170,120000,2009
Residential,5510116000,3815 S 13TH ST,,13,4520,Cape Cod,Brick,1.5,1946,0,1406,1,2,1,1,4920,35000,2009
Residential,5520808000,3622 S 24TH ST,,13,4360,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1034,1,3,1,0,6837,148000,2009
Residential,5510988000,3832 S 20TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1.0,1943,0,1006,1,3,1,1,4840,158000,2009
Residential,6690656000,2361 W BIRCHWOOD AV,,13,4780,Colonial,Frame,2.0,1979,0,1746,1,3,2,1,6840,245000,2009
Residential,5340422000,3137 S 26TH ST,,13,4360,Duplex O/S,Brick,2.0,1940,0,2076,2,4,2,0,4800,124000,2009
Residential,6700701000,1325 W KLEIN AV,,13,4800,Ranch,Brick,1.0,1990,0,2044,1,3,2,0,9000,198000,2009
Residential,5959976000,187 W BOLIVAR AV,,13,4740,Ranch,Brick,1.0,1957,0,1308,1,4,1,1,7110,158000,2009
Residential,5519957000,1551 W MORGAN AV,,13,4520,Ranch,Aluminum / Vinyl,1.0,1950,0,1269,1,2,1,0,8280,14700,2009
Residential,5490863000,3712 S 3RD ST,,13,4620,Ranch,Brick,1.0,1956,0,1102,1,2,1,0,6578,144000,2009
Residential,6680079000,3201 W PARNELL AV,,13,4840,Ranch,Aluminum / Vinyl,1.0,1958,0,1056,1,3,1,0,8580,145500,2009
Residential,6680110000,3213 W BIRCHWOOD AV,,13,4840,Ranch,Aluminum / Vinyl,1.0,1959,0,1051,1,3,1,1,7728,136000,2009
Residential,6239785000,4809 S 23RD ST,,13,4660,Ranch,Aluminum / Vinyl,1.0,1960,0,1048,1,3,1,0,6450,116000,2009
Residential,7160063000,6620 S 20TH ST,,13,4920,Ranch,Aluminum / Vinyl,1.0,1960,0,907,1,3,2,0,6000,145000,2009
Residential,5390750000,3174 S LOGAN AV,,14,4580,Cape Cod,Brick,1.5,1956,0,2073,1,4,3,0,5535,225000,2009
Residential,5470602000,1530 E TRIPOLI AV,,14,4620,Cape Cod,Stone,1.0,1950,0,1571,1,4,1,1,7062,213500,2009
Residential,5381127000,3216 S GRIFFIN AV,,14,4580,Cape Cod,Brick,1.0,1947,0,926,1,3,1,0,4720,115000,2009
Residential,5390620000,3256 S PINE AV,,14,4580,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,2109,2,4,3,0,4960,217900,2009
Residential,4970031000,2440 S 10TH ST,,14,4160,Duplex O/S,Aluminum / Vinyl,2.0,1895,0,1968,1,5,2,0,3720,93000,2009
Residential,4991277000,2504 S HOWELL AV,,14,4910,Duplex O/S,Frame,2.0,1876,0,1674,2,3,2,0,3600,115000,2009
Residential,5480724000,3523 S AUSTIN ST,,14,4620,Duplex O/S,Aluminum / Vinyl,1.5,1921,0,1391,2,3,2,1,6165,189000,2009
Residential,5361503000,1013 W OKLAHOMA AV,,14,4520,Milwaukee Bungalow,Brick,1.0,1926,0,1548,1,4,1,0,4800,128000,2009
Residential,5810087000,3954 S WHITNALL AV,,14,4700,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1430,1,3,1,1,6210,146900,2009
Residential,5480890000,421 E WILBUR AV,,14,4620,Ranch,Block,1.0,1947,0,858,1,2,1,1,6550,158900,2009
Residential,5030929000,2943 S WENTWORTH AV,,14,4540,Residence O/S,Aluminum / Vinyl,1.5,1898,0,1611,1,3,2,0,3510,293500,2009
Residential,5050841000,169 E MONTANA ST,,14,4910,Residence O/S,Frame,1.0,1922,0,1334,1,4,2,1,3078,165000,2009
Residential,4661216000,2127 S MOUND ST,,14,4510,Residence O/S,Aluminum / Vinyl,1.0,1900,0,1220,1,3,2,0,4290,170000,2009
Residential,3270554000,2467 N 40TH ST,,15,2380,Duplex O/S,Aluminum / Vinyl,2.0,1913,0,2902,2,6,2,0,4720,90000,2009
Residential,3261448000,2626 N 34TH ST,,15,2400,Duplex O/S,Aluminum / Vinyl,1.5,1905,0,1596,2,3,2,0,2970,44800,2009
Residential,3280941000,2403 N 46TH ST,,15,2520,Residence O/S,Stucco,1.0,1916,0,1680,1,5,3,0,4920,140000,2009
Residential,1710117000,5654 N 41ST ST,,1,900,Colonial,Aluminum / Vinyl,2.0,1939,0,1816,1,5,1,1,4800,121300,2009
Residential,2081002000,4873-A N 39TH ST,,1,1440,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,0,1596,2,4,2,0,4800,73000,2009
Residential,2081002000,4873-A N 39TH ST,,1,1440,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,0,1596,2,4,2,0,4800,38000,2009
Residential,2090666100,4831 N 46TH ST,,1,1150,Duplex O/S,Frame,1.5,1925,0,1546,2,3,2,0,4356,90000,2009
Residential,2451110000,4128 N 21ST ST,,1,1620,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1278,1,4,1,0,4920,80000,2009
Residential,2050304000,5062 N 20TH ST,,1,1340,Ranch,Aluminum / Vinyl,1.0,1953,0,1082,1,3,1,0,6600,99900,2009
Residential,2080856000,5043 N 38TH ST,,1,1440,Residence O/S,Aluminum / Vinyl,1.0,1926,0,1334,1,4,2,1,5805,79026,2009
Residential,2120849000,4858 N 74TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1.0,1956,0,1107,1,3,1,0,5265,80000,2009
Residential,2120478100,5044 N 74TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1.0,1942,0,1073,1,3,1,0,7526,57000,2009
Residential,2250840000,4694 N 75TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1.0,1951,0,862,1,2,1,0,10680,84500,2009
Residential,2500435000,4074 N 68TH ST,,2,1490,Duplex N/S,Masonry / Frame,2.0,1956,0,2588,2,6,2,0,6018,99900,2009
Residential,1870309000,5431 N 83RD ST,,2,1400,Duplex N/S,Aluminum / Vinyl,2.0,1957,0,2066,2,6,2,0,6250,70450,2009
Residential,1770305000,5637 N 86TH PL,,2,1020,Ranch,Aluminum / Vinyl,1.0,1965,0,1223,1,3,1,1,6500,120100,2009
Residential,1780068000,5750 N 98TH ST,,2,1020,Ranch,Aluminum / Vinyl,1.0,1963,0,1218,1,3,1,1,4920,110000,2009
Residential,1779931110,8532 W SILVER SPRING DR,,2,1020,Ranch,Brick,1.0,1947,0,1077,1,2,1,0,15030,100000,2009
Residential,2250137000,4436 N 73RD ST,,2,1480,Ranch,Aluminum / Vinyl,1.0,1957,0,988,1,3,1,0,5000,71000,2009
Residential,3190404000,2575 N CRAMER ST,,3,3170,Dplx Bungalow,Aluminum / Vinyl,2.0,1925,0,2848,2,6,2,0,5080,285000,2009
Residential,3140108000,2807 N FRATNEY ST,,3,2890,Dplx Bungalow,Aluminum / Vinyl,2.0,1923,0,2724,2,6,2,0,4800,189000,2009
Residential,3590662000,1655 N WARREN AV,,3,3240,Duplex O/S,Aluminum / Vinyl,1.5,1890,0,1570,2,2,2,0,2640,146000,2009
Residential,3180311000,2664 N SUMMIT AV,,3,3060,Residence O/S,Masonry / Frame,2.0,1909,0,3701,1,6,4,1,6960,594225,2009
Residential,2780275000,3315 N SHEPARD AV,,3,3060,Residence O/S,Frame,2.0,1909,0,2167,1,3,1,2,3600,238000,2009
Residential,3550130000,1935 N BARTLETT AV,,3,3190,Residence O/S,Aluminum / Vinyl,1.0,1890,0,1113,1,3,1,0,2670,130000,2009
Residential,3030533000,3009 N 77TH ST,,5,2080,Cape Cod,Stone,1.0,1948,0,1247,1,3,1,0,4800,117000,2009
Residential,3030814000,2808 N 77TH ST,,5,2080,Cape Cod,Brick,1.0,1949,0,1218,1,3,1,0,4800,158000,2009
Residential,2930114000,3278 N 87TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1173,1,3,1,0,5000,157500,2009
Residential,2920231000,3155 N 82ND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1124,1,3,1,1,6500,160000,2009
Residential,3030420000,2970 N 78TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1941,0,1084,1,3,1,1,5280,144875,2009
Residential,2540207000,4356 N 100TH ST,,5,1460,Cape Cod,Frame,1.5,1941,0,1035,1,3,1,1,4800,80000,2009
Residential,2930932000,3149 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1951,0,954,1,3,1,0,5200,127500,2009
Residential,3020326000,3057 N 84TH ST,,5,2080,Cape Cod,Brick,1.0,1951,0,948,1,2,1,0,5320,147400,2009
Residential,2920940000,3456 N 79TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1.0,1952,0,722,1,2,1,0,4116,112500,2009
Residential,1160078000,6920 N 99TH ST,,5,440,Colonial,Masonry / Frame,2.0,1972,0,2464,1,4,1,1,12600,200000,2009
Residential,2610079000,3764 N 97TH ST,,5,2100,Colonial,Aluminum / Vinyl,2.0,1954,0,1872,1,4,1,1,5700,189900,2009
Residential,1800252000,11125 W FLORIST AV,,5,780,Colonial,Aluminum / Vinyl,2.0,1988,0,1800,1,3,1,1,9525,173000,2009
Residential,3020656000,2849 N 90TH ST,,5,2120,Colonial,Aluminum / Vinyl,2.0,1948,0,1378,1,3,1,1,6250,185000,2009
Residential,2140258000,8606 W HAMPTON AV,,5,1400,Duplex N/S,Brick,2.0,1966,0,2744,2,6,2,2,5160,147000,2009
Residential,2530977000,4115 N 84TH ST,,5,1460,Duplex N/S,Masonry / Frame,2.0,1955,0,2192,2,6,2,0,6400,190000,2009
Residential,2530326100,9026 W FIEBRANTZ AV,,5,1460,Duplex N/S,Brick,1.5,1953,0,1930,2,4,2,0,7809,75000,2009
Residential,1160180000,9525 W ORINDA CT,,5,440,Ranch,Brick,1.0,1963,0,1446,1,3,1,1,16768,153500,2009
Residential,3020344000,3023 N 85TH ST,,5,2080,Ranch,Stone,1.0,1951,0,1280,1,2,2,0,5000,158000,2009
Residential,2610877000,3431 N 96TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1953,0,1263,1,3,1,0,6000,128000,2009
Residential,2240510000,4662 N 80TH ST,,5,1470,Ranch,Brick,1.0,1958,0,1219,1,3,1,1,4800,94000,2009
Residential,1480185000,6165 N 122ND ST,,5,780,Ranch,Aluminum / Vinyl,1.0,1971,0,1217,1,4,1,1,10166,168000,2009
Residential,2631206000,3710 N 77TH ST,,5,2040,Ranch,Brick,1.0,1955,0,1200,1,3,1,0,5610,119900,2009
Residential,2170005110,5119 N 107TH ST,,5,1040,Ranch,Brick,1.0,1958,0,1076,1,3,2,0,9000,158500,2009
Residential,2520553000,4058 N 81ST ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1956,0,997,1,3,1,0,6240,98000,2009
Residential,2230664000,8909 W LAWRENCE AV,,5,1460,Ranch,Aluminum / Vinyl,1.0,1958,0,963,1,3,2,0,6240,95000,2009
Residential,2140120200,8575 W APPLETON AV,,5,1400,Townhouse,Masonry / Frame,2.0,1967,0,2424,2,6,2,2,5400,122500,2009
Residential,3140465000,2846 N RICHARDS ST,,6,2930,Duplex O/S,Frame,1.5,1902,0,1990,2,5,2,0,4200,28000,2009
Residential,2030212000,202 W HAMPTON AV,,6,1220,Milwaukee Bungalow,Brick,1.0,1928,0,1653,1,4,1,1,5400,179000,2009
Residential,2670793000,3736 N 49TH ST,,7,1820,Cape Cod,Stone,1.0,1935,0,1711,1,4,1,1,7038,95000,2009
Residential,2880386000,3356 N 48TH ST,,7,1840,Cape Cod,Brick,1.5,1937,0,1647,1,4,2,0,5125,123000,2009
Residential,2660628000,3515 N 57TH ST,,7,1830,Cape Cod,Brick,1.0,1948,0,1590,1,3,1,0,4920,117000,2009
Residential,2660591000,3625 N 56TH ST,,7,1830,Cape Cod,Stone,1.0,1947,0,1402,1,4,3,0,4551,110000,2009
Residential,3070999000,2738 N 47TH ST,,7,2510,Dplx Bungalow,Aluminum / Vinyl,2.0,1923,0,2496,2,4,2,0,4920,82000,2009
Residential,2890193000,5120 W ROOSEVELT DR,,7,1850,Dplx Bungalow,Stone,1.5,1943,0,1973,2,3,2,0,4800,100000,2009
Residential,2871514000,3426 N 40TH ST,,7,1740,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,0,1930,2,4,2,0,4324,38500,2009
Residential,4350321000,3223 W SCOTT ST,,8,4060,Cottage,Frame,1.0,1885,0,652,1,2,1,0,3600,37000,2009
Residential,4350661000,1012 S 29TH ST,,8,4060,Duplex O/S,Frame,2.0,1914,0,2540,2,6,2,0,4165,137000,2009
Residential,1730127000,5722 N 60TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1020,1,4,1,0,5500,45000,2009
Residential,840280000,7686 N HIGHVIEW DR,,9,360,Ranch,Brick,1.0,1957,0,1217,1,3,2,0,11456,170000,2009
Residential,1430617000,8208 W DAPHNE ST,,9,480,Ranch,Brick,1.0,1957,0,1188,1,3,1,1,7717,124000,2009
Residential,840355000,7776 N DELTA PL,,9,360,Ranch,Masonry / Frame,1.0,1957,0,1161,1,3,1,1,10125,117000,2009
Residential,4180231000,236 S 80TH ST,,10,2720,Cape Cod,Aluminum / Vinyl,1.5,1947,0,1636,1,3,1,0,5560,162000,2009
Residential,4070649000,224 N 79TH ST,,10,2720,Cape Cod,Brick,1.0,1945,0,946,1,3,2,0,4320,147500,2009
Residential,3460854000,5902 W WASHINGTON BL,,10,2580,Colonial,Masonry / Frame,2.0,1926,0,2407,1,3,2,2,7080,232000,2009
Residential,4020407000,244 N 41ST ST,,10,2180,Cottage,Aluminum / Vinyl,1.0,1900,0,1240,1,3,1,1,3900,96500,2009
Residential,3850683000,5520 W WELLS ST,,10,2660,Dplx Bungalow,Stucco,1.5,1925,0,1759,2,3,2,0,5400,121000,2009
Residential,3290931000,2333 N 55TH ST,,10,2540,Milwaukee Bungalow,Brick,1.0,1926,0,2011,1,3,1,1,5280,105000,2009
Residential,3301270000,2525 N 61ST ST,,10,2540,Milwaukee Bungalow,Brick,1.0,1927,0,2005,1,4,2,0,4800,225000,2009
Residential,3460101000,5804 W ELLIOTT CR,,10,2540,Milwaukee Bungalow,Brick,1.0,1927,0,1733,1,3,1,1,4050,195000,2009
Residential,3461437000,2209 N 56TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1920,0,1620,1,4,1,1,4294,139000,2009
Residential,3040154000,2919 N 73RD ST,,10,2080,Milwaukee Bungalow,Brick,1.0,1931,0,1557,1,3,1,0,5400,160000,2009
Residential,3050460000,2855 N HARTUNG AV,,10,1980,Milwaukee Bungalow,Brick,1.0,1927,0,1214,1,2,1,0,5200,120000,2009
Residential,2890549000,3161 N 58TH ST,,10,1850,Ranch,Stone,1.0,1952,0,1728,1,3,1,1,6542,140000,2009
Residential,2640360000,6626 W VIENNA AV,,10,1940,Ranch,Stone,1.0,1955,0,1289,1,3,1,1,6075,132957,2009
Residential,2650221000,3744 N 64TH ST,,10,1940,Ranch,Frame,1.0,1951,0,1202,1,3,1,0,8400,85000,2009
Residential,4200698000,315 S 64TH ST,,10,2710,Ranch,Aluminum / Vinyl,1.0,1953,0,792,1,2,2,0,3870,134000,2009
Residential,4180116000,164 S 77TH ST,,10,2720,Ranch,Brick,1.0,1948,0,788,1,2,1,0,5360,124500,2009
Residential,4050415000,112 N 66TH ST,,10,2700,Residence O/S,Aluminum / Vinyl,1.5,1926,0,1223,1,4,1,2,4332,125000,2009
Residential,4190577000,529 S 73RD ST,,10,2710,Residence O/S,Frame,1.0,1916,0,934,1,3,1,0,3660,82900,2009
Residential,5600509000,3540 S 85TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1.0,1941,0,1320,1,3,2,0,7564,125000,2009
Residential,5330782000,3168 S 29TH ST,,11,4400,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1220,1,3,1,0,4800,100000,2009
Residential,5730362000,4024 S 53RD ST,,11,4420,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1187,1,4,1,0,6750,127000,2009
Residential,4920202000,4808 W MONTROSE AV,,11,4260,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1163,1,3,1,0,4950,143000,2009
Residential,4901163000,2545 S 66TH ST,,11,4240,Cape Cod,Brick,1.0,1958,0,1100,1,2,2,0,4838,128000,2009
Residential,5120410000,2954 S 48TH ST,,11,4320,Cape Cod,Brick,1.0,1949,0,863,1,2,1,0,4920,125000,2009
Residential,5540086000,3799 S CENTENNIAL CR,,11,4425,Colonial,Prem Wood,2.0,2002,0,2674,1,4,2,1,5651,314000,2009
Residential,5330807000,3130 S 28TH ST,,11,4400,Colonial,Aluminum / Vinyl,2.0,1949,0,1275,1,3,1,0,4800,129000,2009
Residential,5331015000,3445 S 32ND ST,,11,4400,Duplex N/S,Brick,2.0,1957,0,2550,2,6,2,0,6700,150000,2009
